message,hate_speech,chess
"i'm confused. when he explained the move that ""impressed everyone"" he basically says ok the best move is this but magnus does this weird move that loses him a pawn and doesn't develop nearly as well as the other move. why would anyone be impressed by that move? was it because it was weird? xd from where i'm standing it didn't seem to give him any advantage or development.",0,1
new game with black. white e4 black f6 white d4 black king f7 white c4 black e6 white knight f3 black d6 white bishop d3 black knight e7 white 0-0 castle black g6 white bishop e3 black bishop g7 white queen d2 black. rook f8 white bishop h6 black king g8 white bishop captures g7 black king captures g7 white knight c3 black knight c6 white rook e1 black bishop d7 white rook d1 . i have beatin many players with this only if there game was not to advanced,0,1
if you look at their first world championship game with lichess there are zero inaccuracies zero mistakes and zero blunders with a centipawn loss of 3. this is inhuman,0,1
after white recaptures on e2 black cannot captures either white's queen or rook because it's gonna be mate.,0,1
"amagmator handles this stupid situation very well. his idea of a """"white list"" is a no-brainer. good sign that some human could look at this and put it back up online. situation would be much worse if this were time-sensitive information.",0,1
1:24. white: knight to e5. black: bishop takes queen. white: bishop to f7# checkmate. it's called the legal trap and could fit right in this situation.,0,1
i think white can win.he don't need to develop his pawn till last but should leave it and go back to capture another black pawn,0,1
yada yada yada...... just keep cheating guys. they suck in detecting anyways.,0,1
checkmate comes from the persian farsi shah mat- the king is dead italian scacco matto. in albanian the words are pretty much the same: rokada torre-rook kal-horse oficer- bishop mbret-king mbretneshe- queen. we say shah for check! great video. we are all rooting for croatia in the balcans except the serbs i guess haha! they didn't like the eagle the albanian players playing for switzerland made with their hands!,0,1
at 20:08 white is better because of many things. 1. whites rook is active 2. whites king is active. 3. white has extra moves and black doesn't 4. blacks completely passive.,0,1
complicated. the queen isn't trapped just yet but black has to give up some moves in order to not have it trapped and white's pieces will get activated in the meantime . the pressure is just too high for black with white's e5 knight and black's overextended queen. after starting with black to move qxg3 rxf2 qe3 white has many options but black's queen will either find an escape or try for a trade of queens on e4. white would be able to really activate his pieces and barge them through black's defences probably starting with nxf7. there's alot of possibilities here but i would definetively try to play on you never know when your opponent blunders even if it's bobby fischer. i'm not that good tho and i'm probably wrong but i love this game and this fantastic channel! :,0,1
i mean i'm coming to this late so spoilers are a nonevent but when your spoiler clip shows naka killing time in a dead drawn position we already know that he is likely overwhelmingly leading so you might as well not black out the results. also it might be valid match strategy but i don't think naka will gain many fans with this type of tactic since everyone has been on the receiving end of this type of shit and most people hate it.,0,1
white king was killed by his own army,0,1
i think it's a disgraceful shame how taimanov was treated in his home country after losing to bf 6 games. after all he's a grandmaster that title on its own was worthy of more respect than he was afforded. a culture that belittles its citizens in such a way is no culture worth preserving.,0,1
the yellow circle sucks ass.,0,1
can anyone tell me why white can't just capture the knight at 12:49? wouldn't the knight be attacking the black queen even if it opens a discovery to the white queen?,0,1
this game was fucking phenomenal,0,1
what is black's response at 10:40 to qe2? black cannot check white with the dark square bishop as the king is on a light square. also there are two possible queen moves resulting in check both cause black to lose the exchange. the natural response for a weak player like me is rxe2 followed by kxe2. i found qe4+ as a response by black but the white king can flee to f1.,0,1
3:00 stopped watching dont give a fuck about your speculation just wanted to see the game,0,1
the problem with engine like leela they learn.the only thing stoping stockfish from kicking leela ass non stop quantum processor,0,1
capture the pawn and play whenever you want c6 as black against bd-gambit. white will loose. its a bad opening for white in long games. in blitz rapid chess blackmar diemer is my favourite opening with white.,0,1
at 9:26 white g6 isn't winning because black's kf6 stops white's pawn advance and with the black bishop covering h6 white can't support his pawn to advance. that's why white instead played kg4 to kick the bishop away but carlsen just played bd2. now white has no way to advance his pawn and it's a draw. e.g. kh5 bc3 kg6 bd2 kh6 be3 kh5 bd4 and if g6 then bg7 and if white instead tries to help the pawn with his king by kh6 then simply bf4 and the pawn is pinned again.,0,1
at 8:19 doesn't nxc6 win a pawn? if black continues with nxc6 capturing the white knight then white plays b5 and either the rook or the knight is going down,0,1
"who else was expecting ""white.... played a move... and black... resigned""surprise! ""white to move... and to checkmate in 1""",0,1
13:06 - if white rook on b1 takes black rook on b8 you show black rook on c8 taking white rook. why wouldn't black rook on c8 take white queen instead?,0,1
mato i didnt understand how white choose to castle on queenside placing king in same file as black queen. of course it did not matter but you never mentioned why white choose to castle long when castling kingside looked safer. could white have still won castling kingside?,0,1
@tirkiznimrav ah yes kh7 is a very clever and interesting defense as well. white might play ra3 there and black might then sacrifice their queen as it is hard to defend against rg3 and rf3 . ra3 bxa3 bg5+ kg8 bxd8 now white is threatening qxe8 and bf6 rxd8 qg5+ kf7 qxd8 be7 qc8 and white will win the endgame handily after taking on b7. just one possibility...,0,1
is there a reason why melanie didn't go rook to c7 at 6:23 to diffuse the threat on the f7 pawn?,0,1
why no pawn capture by black bishop at 17:09?,0,1
what's wrong with rook to e8? what am i missing? opponent continues with pawn to a2. rook takes bishop. pawn to a1 queening. white king to g6 a discovered check on black king. black has to retreat to 8th row and white finishes of with rook to e8 check mate.,0,1
fyi: in addition to the white & black chairs the players where also driven to the event in black & white bmw's.,0,1
14:16 - black rook to d1. white king has to move to f2. black pawn promotes with check. white king has to move again. black is up a rook and a bishop.,0,1
#tal makes you feel useless like neuer against south korea xd,0,1
fisher kicked his ass the same way america kicked that ass in lake placid..,0,1
"why do you pronounce black as ""bleck""???",0,1
naka is the muthafuckin goat,0,1
this game is alsoa queen's indian. engine calls it equal until 11.nxe5 as mato said . white's slight advantage starts to grow at move 16 as black pursues a strange qside attack in the face of white's kside buildup. by the time white plays 21.ne5 black islost +16 or worse .except that white dawdled!he could have played ne5 sooner.or 21.rxf3 instead of h4.black resigned withwhite's advantage having eroded a lot. white had good strategy but imprecise tactics.,0,1
exf4 was maybe the losing move as now e5 is always a threat and white can use the g-file.,0,1
why the move on 5:31 if the white pieces push g3 kick the knight back to g6 white bishop just grap the knight and the rook isnt being defensed ? that winning move for white ?,0,1
if qg3 then qf2 could happen either requiring a trade or black loses his queen. after the trade of queens black has to move a rook or else they'll get forked with nf7 but nf7 still comes. now they're completely even white has better position and is planning to double on the f file and black has an isolated pawn. what do you all think?,0,1
botvinnik the crybaby fucking never appreciated tal,0,1
questiion: at 3:38 when white's black bishop attacks black's queen why couldn't black move his black bishop to b4 instead of moving his pawn to b4 ?,0,1
they dont shake hands but touch pieces and take pieces others touched. there is running from this virus it's in the air just stop being in fear everyone,0,1
at around 7:50 can anyone explain to me why white wouldn't just capture black's bishop? it seems like with be7 white is just giving up the bishop for no reason? help me out here if i'm missing something please,0,1
*you guys need to do much better job than this. you need to adjust decrease players elo with their real fide elo unless there's more than 600 points difference! i mean you got nms with ratings 600 points above some gms and ims. i don't like playing when i lose to everyone. that's not funny. elo is there to help establish consistency. it's not funny to have 2800 elo untitled clowns hanging pieces in some games and in other games playing better than magnus carlsen ever will be able to! you need to diversify your anticheating measures. you need to make them automatic at all levels of play. you got all the stats. a massive amount of stats is just like dactyloscopy. the error of erroneously accusing somebody approaches zero! analyzing single games often doesn't cut it! it's the whole array of data. it's good that you took measures against many titled players too. that's the most important thing to have at least more or less honest online play among titled players. that worries me a lot as we all love to play blitz and bullets for fun. these games should not be treated lightly. we have fide elo for blitz games. we must perhaps take online blitz games a tad more seriously. but i'm drastically against decreasing classical time controls in otb events!*,0,1
carlsen is a fucking monster right now. i kinda believe that he's the only one that understood deeply what alphazero was doing and he's applying that now in many of his games.,0,1
11:06 black resigned. main line probably 1...qb7 2. ne6+ ke8 3. nxr rxn 4. re1+ kd7 5. re7+ wins the black queen for the white rook. other black answers get immediate mate or white keeps the knight etc.,0,1
"i love that voice you make when you say ""white black made a move and white black resigned.""",0,1
wow! morphy is steamrolling them fools! haha,0,1
i just won three games in a row. beat that bitches. i know u can but i had a horrible start to my chess day today losing three games in a row i'm hyped right now having turned the tables. am a bit afraid to go back into the cauldren. bullshit i'll be back just as soon as i pick op me dogs poop from the garden.,0,1
after the opening around 15 qf4 it seems white has a comfortable position. after 8. e4 white and takes white can bring the bishop to c4 but black playing h5 allowed for a good defense. good game!,0,1
to many asshole person in chesonline.com which definitely had lost the game and wasting their time to made winner angry. they just dont want resign pathetic noob,0,1
4:26 white ra1-f1 lining blacks rook stops him from capturing whites night and also brings white rook to defend the king.,0,1
they should make chess babies.,0,1
d5 d5 ... intense calculations ... d5 by black,0,1
47:06 what's wrong with rd3 for white? if blacks plays qxe2 then white plays rxd8#. and if black rxd3 then white plays qxd3 which threatens mate qd8# and protects mate qf1 .,0,1
dude every gm i watch loses a fucking game during the stream how the fuck... not even once hes won like 28 or so in a row since i've been watching lmao...,0,1
at 7:05 white can play a3 and if the black knight moves white bish checks on h7 with a discovery on the black queen. and if the knight doesn't move you can chop it. ok on black qd2 you have to think harder... can someone do that please....,0,1
mato made a mistake. at minute 4:58 after check black king goes to g8 not to f8 so rook can comfortable come to f to check. king goes to g8 after which: qe8 check bf8 rf1 threating check mate qd6 defending bishop then white bishop goes to h6 to add another attacker to that black bishop and prevent king to go up to g7 and thats unstoppable after lets say qe7 dreaming of exchanging queens rook takes bishop on f8 check qf8 and white queen takes the black queen to check mate the king.,0,1
after knight g5 takes pawn f7 king takes knight rook e1 takes pawn e6 black can trade his queen for the rook and when the white bishop recaptures the queen the black king can take the white bishop ... sure his king is out in the open but the pieces are about even and the black king can try to retreat to safety ...,0,1
bullshit if you had a clue you'd know that the sf hackers thoroughly analyze the games and already applying patches to crush your bitch. humans will always be smarter more devious more clever more brutal than ai.,0,1
"some sjw likely got a bunch of friends to spam report on your video for being ""racist"" using words like black and white they are not rational people",0,1
at 8:52 after white forks the kh7 and the ba2 the black king moves but then white can play bxg7 before capturing the ba2 so white will be up two pawns and black's structure is shattered.,0,1
excuse me mato at 5:08 could white capture bishop on d8 with his rook at that point black is forced to capture with his f8 rook otherwise it's check mate in 1 making then possible for white to capture f7 with knight forking rook and king?,0,1
6:49 -- the trickier way to prevent white's qc7 is for black to play qb6 here. white is still winning but must work for his meal: bb7 qb6 bc6 qa7 be8 nxe8 qxe8 qe7 qc8. the mating threat has been neutralized and white is seemingly only up a pawn and with a knight versus a bishop but black's pieces are immobilized. nd7 kg1 e4 the pawn-storm begins f5 e5 kf7 nf6 and it is just ugly.,0,1
after re1 from white black can do qc5 and after re5 from white black response could be be5 please check this variation.,0,1
at 19:10 after white rook checks black king on g4 black king moves to f8 instead of white capturing the rook on b3 what if white plays g8+ then black king moves to e7 then white plays g7+ and wins the queen. black king takes the white bishop. it will be rook against rook in the end game.,0,1
i would have thrown in my towel when magnus made his 1st move..,0,1
to make myself clear.. immediately after blacks queen captures the pawn on d5 white should move his king up one space.. no need to move whites rook anywhere! mate for white should take place within 3 moves after blacks queen captures the d5 pawn. eos.,0,1
i remember one beautiful puzzle where white could deliver a mate but the problem is that they have a pawn that is on the way so white forces black king to capture the pawn in two moves and get him back to the original square. now white can deliver the mate because the white pawn is gone. alas i don't remember the setup but it's a brilliant concept and no it is not a self- or helpmate.,0,1
gonna be a few minutes late to work but fuck it. always watch all you videos,0,1
that white i think means the black team was being played by a white person,0,1
i just ran across this short video. in the video we see triangulation but the best defense for black was not given. after 1.ke4 the correct move was ke8 not ke6. white only wins here due to the fact that white can get to g5 but black cannot follow with kg7 because he would then leave the square of the d6 pawn and white could win with e6!,0,1
all these heavyweights hate and fear each other.,0,1
but they leave music videos encouraging death or taking drugs and generally being a shittty human!!? madness 0_o,0,1
the soviet gm will smoke these grandmasters now that only plays with computer,0,1
on 12:48 why not just wait till white h6 then black bh7 to force white nc2 and black winning piece on bxc2 white force h7 then a1 checkmate ..right? any possible defense? after white h6 then black bh7 was the best move for me though #agadmator,0,1
what is it? chess for ants?? only dedicated scholars should play chess! get out of here you patzers!,0,1
what about pornography - should that not be considered harmful and dangerous? i never look at that filth but i do know it's online aplenty...,0,1
well we are just humans its not easy to play chess even if you are super gm genius you can be super in chess but ona day someona will come and kick you ass =thats life thats chess in the end ??we all get beaten !!!,0,1
3:52 why did he resign the game there? black could've stopped the advance even if white queened. the fuck am i missing here?,0,1
2:26 wasn't there just nd7 nc5 destroying the threat?,0,1
after white qb7 at 18:50 why didnt black move his bishop to e4. this would be a discover check with his queen. white would have to lose his queen and then the game would be over.,0,1
in the final position white must keep his knight on e4 lest black sacrifice and break through with his king. white should move his king back and forth not the knight.,0,1
hou yifan will return and dethrone them all. we all know.,0,1
the germans play football this way. they play very careful defensive football play for a 0-0 tie and then have a crew of the best penalty kickers in the world to break the tie with. the dutch call this ugly football and they refuse to play it. this is like the opposite of tal. still it wins,0,1
bla bla bla bla here white plays e4 smh stfu,0,1
i just now finally understood what alpha zero really is...... predator the same one from 1987 came from space hunting human chess players from the past and the present not for their skull but for their brains to get our revenge of the current chess engines that ruined our romantic chess.. its a deadly combination of kasparov fischer karpov carlsen capablanca morphy tal lasker botvinik alekhine and all the other great players made into one bad ass mother fucker chess wizard!!!!!,0,1
i feel more comfertable with black but win more with white. i think its weird how much more i like black over white. good to see you today hope youve had a great few days. love from minnesota.,0,1
and here carlsen pushed f4 and then carlsen plays another move without or before black move,0,1
after qf2 there is no draw white can take on e4 removing the defedner of the bishop white has to defend with qe2. white can then give up the rook for qf5 and black is pretty much getting mated with qf8+ ideas. or so says stockfish,0,1
the vlads are rising from their sleep to wreak havoc over the board.,0,1
chess iq... the white piece player has a white chair and the black piece player have a black chair... agadmator have no clue what the connection is for the colours,0,1
so bad.. why be5 you r fool.,0,1
"""i probably pissed off a bunch of star wars fans. you can tell i really care"". danny you're a fucking idiot. your jokes are so stupid. why wouldn't you care ?",0,1
lol u gatta castle long and shift all the picecs to the queenside,0,1
if saudi stop playing we lose so much... oh wait. maybe some money.,0,1
who are these random trash kids and why do you they have the audacity to try to use the godly wooden shield? gm xqc must be mad rn,0,1
*these dudes are so good that they can break any golden rules such as keep the pawns in front of your *,0,1
i'm not sure the slav is as solid as its reputation. e.g. in the exchange variation black actually has to be fairly precise to hold the balance while white can grind away forever with virtually no risk. of course objectively black should be ok. there may be however real issues in some other lines as well if white is really well prepared. i think the scrutiny of concrete modern analysis will eventually cast a shadow on black putting the pawn on c6 on move 2.,0,1
they're just goofing around waiting for the candidates to restart.,0,1
at 4:22 white plays bf4. then agad launches into this line: ... d3 re3 bxe4 fxe4 rxe4 and agad says that next move white is going to lose the bishop on f4. and i was wondering why can't black defend it with something like qf1 or qf3. well qf1 loses because you're not defending the e3 square enough - so you get qf1 rxe3 bxe3 qxe3+ and black's won the bishop. qf3 is a longer line but still ultimately loses the bishop - after qf3 black plays rae8 to pile up on the e3 square. if white ignores this black has too many attackers on the e3 square and after a bunch of trades black's won the bishop and gotten their piece back. to not ignore this white has to play rae1 to defend the e3 square. but then black can play d2 and the only way white can stop promotion is by playing rd1 which abandons the e3 square and again after a bunch of captures black's won the bishop and gotten their piece back.,0,1
black blundered a pawn on move 1 and white didn't even take it both players sucked,0,1
the threat at 4:04 isn't rxc6 it's qxd4 nxd4 nxe7,0,1
this video is so fucking epic! i haven't even watched yet!! thankyou thankyou thankyou all of you!,0,1
you tube is controlling our thoughts... white white white...we love black people and all people... i'm a white older male i'm not ashamed of my birth. you tube should be ashamed of themselves. this is a chess channel....not just for white and black people.,0,1
gotta love the honesty and humbleness in this guy. you can just see hes niceness in contrast to some of the arrogant and pompous nitwits in chess...,0,1
fuck these comentators they ruined it.they made it impossible to follow the game,0,1
i think it's important to consider white's interesting option 20.rb1 because 20.gxf3 is obviously losing to a crushing attack. after 20.rb1 black has a shot: 20..rxc3! 21.rxb5 21.qd1 rb3! rxc2 22.rb1 white has to defend against mate bc8 23.ra8 0-0 and black remains a piece up as 24.rbb8?? leads to mate in one.,0,1
i like how they think that people don't want to lose to a fortnite player is because we think they're stupid. it's because they're *cringe*,0,1
@17:39 - so i pause the video and go through my checklist. 1 list hanging pieces. black only has a hanging pawn on a7 but it would be difficult for white to take advantage of. white has two hanging pieces the knight on g5 and the bishop on e2 plus his a2 pawn. 2 list forcing moves for white since black just moved qe5 . obviously qxe5+ but also ne6+ and f4. 3 after listing the candidate forcing moves see if they leave other pieces undefended or leave the back rank undefended if the king has no escape! . if qxe5 the only pieces the queen was defending was the rook on d1 already defended by the rook on b1 the f4 pawn already defended by white's king and the d5 pawn problematic if ne6+ no biggie the knight was defending no pieces anyway. if f4 the g3 and e3 squares were already covered. now we can consider the candidate moves that are left. with the exception of qxe5 none of the other moves leave white pieces hanging always good . also qxe5 rxe5 and black has two attackers on the d5 pawn and will pile on until it falls ex: qxe5 rxe5 bf3 rd8 etc... if f4 black just trades queens and then piles on until the d5 pawn hangs so this doesn't go anywhere. so ne6+ it is. let's look at the lines here. 1 ne6+ qxe6? 2 dxe6 fxe6 and white is better. 1 ... fxe6 2 qxe5 and again the black queen loses her head. 1 ... rxe6 2 dxe6 qxd4 3 rxd4 and white is better having gained the minor exchange of a knight for rook roughly 2 pawns worth and white can now double the rooks on the d-file! 1 ... kf6 2 nf4 ... again black could trade queens but it would leave white's rooks able to double up on the d-file and - more important - both white's knight and bishop can now defend the d5 pawn and black can't take the hanging knight due to the pin! i vote for ne6+!,0,1
black was up material when he resigned. that does not make any sense. at least play it out. these morons never finish their games.,0,1
you can't capture the queen. my guess is wait for white to make another move or move the d rook to the c file guarding the bishop. there is no way white will move their d1 rook to d8 at that point.,0,1
maybe the engines are right: black wins. in the one solution we are looking at black tries to prevent white from getting a queen and then gets checkmated. what if black lets white get a queen: can it still win ? i think it can and that is what the engines are seeing,0,1
7:04 knight f4 isnt winning for black imo. white still would have 4 pawns 3 conected and black only 2 pawns and a knight with pawn e4 falling for free aswell. so white would be still much stronger then black,0,1
what a odd way to play the siclian,0,1
it think white has the balls like an elephant .,0,1
alpha zero always seems to be white.. i guess its so advanced it gets to cheat like a grandmaster. i too get special grandmaster moves.. like when i eat the pieces that threaten me *_for i are a terrifying 15 ton dinosaur! wraaaarr! fear me!!_*,0,1
let me start again black queen takes rook forcing checkmate white queen takes queen preventing mate black pawn to c5 freezing up bishop next black move black rook trap queen to deliver checkmate by black rook,0,1
what if rook to d2 after black q to d7 at 5:06,0,1
at 2:56 ne4 seems good because then when pawn promotes nd3 and they're forked black king can't save the queen becasue it can't take because the white king is guarding then black king moves away nxe1 and white is winning?? could you please explain why this is not winning?,0,1
the only idea came to my mind why ivanchuck played pawn to g4 was rather to prevent any karpov attempt to move that pawn in f6 forward in case ivanchuck's queen position at f5 were under threat. it was both a distraction and paralyzing pawn move considering karpov had little time to think about the implication of any future consequence of such manly move as you mentioned. as you can see it was extremely important for white queen to stand still at f5 square at any rate to neutralize any threat coming to the black king.,0,1
and press is another chess turd that plays a fianchetto structure as the white peices! tssst! justice was served and another turd is flushed down the drain!,0,1
i found a better move at 8:29 rock e2 take knight on e7 black queen d6 take rock on e7 and then white queen delivers check taking pawn on d5 black king moves and white queen take rock on c4 . white have queen and knight against black queen,0,1
great video and analysis john! i noticed one line possible at 42:45. you mentioned that after white is forced to play nd5 the king and pawn ending after bxd5 cxd5 would be winning. that said what would happen if white's kings were placed on b3 when kc7 is played? that way after nd5 bxd5 cxd5 and kd6 white has the option of kc4. this may still lose for white after h6 kb5 kxd5 kxa5 and c4 but it looks complicated to me. kb4 cxd3 or c3 kb3 and if ke4 white can run the a pawn in time... very interesting!,0,1
"i thought you said "" in 1997 the year i was born..."" i was like the fuck hes only 23??? i had to replay",0,1
how about rg5 with a check and a threat to bkack's g4 pawn. navara vs mamwdyarov,0,1
why queen didn't take rook and if black queen takes white queen then discover attack on both queen and rook of white ?,0,1
