message,hate_speech,chess
@chanelisabeth well you're a first class bitch. so go on with your bitch life bitch,1,0
"rt @__prvncesssss: ""@lilnas_: niggas bitches getting exposed&#128514 &#128514 &#128514 &#128553 ""&#128555 &#128555 &#128555 &#128555 &#128555",0,0
i have several ruger revolvers in .357 including my carry gun and i thought i 'd try something new .,0,0
what if johnny wants to be the quarterback on the football team ?,0,0
' i wouldn't bring my girl around nobody but leo &#1041204 &#1041204 &#9995 he the only niggah i know that wouldn't mess with any of the... http: t.co lwdxrvjceu,1,0
rt @icysoleonline: should of been a cork sole rt @johnny_blaz3: why is there no cork on the wtl xi?,0,0
it is a great idea to organize our political action in this manner .,0,0
peace faggots. http: t.co 0i54t117x9,1,0
others were poignant accounts of the behavior of indisputably grief stricken animals .,0,0
like god damn you dirty bitch,0,0
hi chandra !,0,0
does anyone else find it does n't difficult to find a white canadian woman to date who is not looney lefty ?,0,0
@iampikey well ho di doe. thank you,0,0
@alyssadugan15 cry about it. you still can't even talk to me even though i'm supposedly the shady bitch that won't confront you lol,0,0
if your house door was locked but at midnight your neighbor opened the door for some muslims to come inside and take your stuff rape your wife and beat you nearly to death ... would you still think your neighbor was a nice guy ?,1,0
chris,0,0
rt @ispeakcomedy: ever stay home from school and look at the clock and say yeah those bitches in math right now,0,0
rt @zephthegreat: not all black girls are ghetto .,0,0
hello oleg if i did not know i would have thought it is a picture of one of our boer families here in south africa : - regards joe,0,0
that 's every groid 's wish anyways .,1,0
she says the class is out of control and the kids are unteachable and the black administration does not support her .,0,0
@midnight_snacka now fuck that stfu shit how a bout u stop being a little bitch and get it round cuz u avoiding question u fucking scarry,0,0
i think about the fact that dinosaurs evolved into birds every time i eat chicken. dinosaurs are delicious.,0,0
stay away from alberta .,0,0
"rt @tooeffincool: it baffles me how people talk the upmost trash about someone.. then turn around and be ""close"". smh people probably do it&#8230",0,0
&#8220 @davethebrave1: watching #attackoftitan on @adultswim&#8221 bro you a han for stealing my tweet bitch ass nigga,0,0
rt @benevolentdjinn: i hate seeing women carrying on about how they could fuck somebody's man. ok??? trashy ass bitch.,0,0
especially in this liberal area .,0,0
rt @blangblangsich: what an inconsiderate bitch,1,0
i can't take you hoes serious because she everything a nigga need in a woman.. some of y'all just look good &amp that's it.,0,0
&#8220 @marielevisual: if your wardrobe consist of mostly leggings you's a hoe&#8221 guilty,0,0
see &#128064 ima stop &#10060 &#128282 getting on this here twitter arguing with you hoes&#128078 &#128078 ......stupidity is a trait that i &#9757 &#65039 dont not fuck with &#128680 &#128679,0,0
&#128514 &#128514 &#8220 @mcdonavins: of course cooder's nudes are trash. she lives in the dmv what did you expect? &#128514 &#128514 &#128514 .&#8221,1,0
rt @iamcache_: nun but bad bitches link up tonight #mansionelan finna go crazy,0,0
i'm a stretch that pussy out,0,0
i would also die for the chance for our people to have a living space .,0,0
bruh i'm ready to get this four wheeler that bitch is fast asf,0,0
rt @sheswantsthed: lmao how niggas be with the side hoe http: t.co y0sja0dyfm,0,0
i suppose that 's why all i get out of you is `` loose ends '' ?,0,0
rt @noworriezzzz: two hoes arguing bout who fucking who for x amount of money lol what,0,0
without the hoes it was gonna be hard for us to pick out good women so hoes you doing a good job .....keep on hoeing!,0,0
@joey_d26 you're such a pussy,0,0
@cakedjake we're laying rock around our lake. you're welcome to join a redneck workout. #muscles &#128170 &#128513,0,0
or get they nails done rt @che_theyello1: same hoes brag about niggas they fw got money but can't even get him to fill their tank up,0,0
andy cameron - ally 's tartan army totp 1978 - youtube,0,0
i like chinese buffets but i hate all the chinks,1,0
i believe another leader will arise but it is going to get as lot worse beforehand .,0,0
austin is a funny niggah,0,0
lol tim,0,0
rt @tinkkbaddass: bouta take a shower just to fuck yo bitch https: t.co 7wq5qzsils,0,0
bruh... @theofficialeg10 soo trash....,0,0
what a dumb bitch,1,0
the `` missing '' and the photo of the young girl is an attention grabber put it up around schools and playgrounds .,0,0
"""work"" - @tydollasign gets me through those rough days hahaha #hoes",0,0
@rishaawilliams byee iverrishaa &#128514 &#128514 ghetto ass name,0,0
yeah we could do with the same amount of black rapists as the nordic countries are privileged enough to have .,1,0
i be joked out at half the broads on here that brag about how good they pussy head game is...,0,0
god rest this man 's soul .,0,0
black people like @chiefkeef disgust me laughing at someone who died dumb monkey ass niggas like you need to be locked up just for stupidity,1,0
@arcticfox2016 everybody mocks obama .hes an embarrassment to the usa.,0,0
so now he wanna lie !? &#128514 &#128557 he's a fuccing joke &#9995 &#128564 ajay gotta whole bitch but oml trynna argue wit me &amp shit like fir what boi !?,0,0
@hotzgeor kept the border open to disease from central america lowest workforce part. % since carter yep a real boon to nc.@thomtillis,0,0
edit: alright i did it ...,0,0
&#8220 @thatsovictorzzz: @blaxxxican for the light weights&#8221 *pussies,0,0
rt @stevestfler: white girls if your black boyfriend doesn't call you 'shawty' then bitch you ain't that special.,0,0
no i dont own the pussy i just sample it!!,0,0
@t_kelllz not only that.. after he pushed him he stepped back lolol. that was some pussy shit,0,0
ssupreme88,0,0
@jesstoth we could get matching burner phones and be ghetto fab for a few months,0,0
bought these bitches breakfast and now getting kissed on my cheeks non stop...lol. check out is literally in 5 mins tho,0,0
i live in new richmond ohio which is almost all white but the kids are brain-washed with mtv and try to act like the blacks they watch for hours in rap videos on mtv .,0,0
well i think we 've reached the point where this discussion is going round and round so we can end it right here .,0,0
there ain't one unpregnant bitch in the world anymore smh,0,0
authorities said ewell was caught on surveillance footage trying to use the couple 's stolen atm card at a gas station on the day of the killings .,0,0
@ivanrabago_ at least put a caption when stealing the pic fag lol,1,0
intj introvert 11 % intuitive 38 % intuitive thinking 38 % judging 22 % you have slight preference of introversion over extraversion 11 % you have moderate preference of intuition over sensing 38 % you have moderate preference of thinking over feeling 38 % you have slight preference of judging over perceiving 22 %,0,0
if there 's adult situations in it it will indicate so on the package .,0,0
top knotch hoes get the most not the lesser,0,0
remember when i said uchiha&#8217 s are faggots? this week sasuke reaffirms that with flying colors.,1,0
@geezuss562 ur fucken lame bitch &#128536,0,0
rt @thadisreal: ladies if a nigga always wanna go out and party every weekend . he basically side hoe shopping,1,0
&#128149 &#128149 &#128149 pussy ride dick like she a jamaican &#128167 . * . &#127796 . &#165 ~ ! &#127796 . &gt &#128043 $. &#127806 &#128043 &amp &#128043 *,0,0
vancouver?,0,0
fuck all that huggin and kisses i fuck all they bitches,0,0
rt @cocalove_: all it takes is one female to change that nigga but it takes 100 niggas to change that hoe http: t.co u0fdwrv17y,0,0
www.gcc.edu hampden-sydney college hampden-sydney va.,0,0
"&#8220 @xoxo_hayleyy: ""@savageater: i think if my girlfriend were to get locked up shed be the first one raped.#pussy""really bitch&#9995 &#128530 &#8221 really swerve",0,0
@gvvenivere learn how to type ya hillbilly,1,0
i'm a sucker for colored eyes &#128532 &#128532,0,0
&#8220 @daijahshardaee: &#128514 &#128514 @100046729 bitches so late &#128564 &#128129 &#8221 ion exposed &#128514 &#128564,0,0
rt @morningmoneyben: this image of peshmerga giving the heave-ho to an isis flag really brightened my friday. kick their sorry butts!! http&#8230,0,0
not free but great for programming business and design learning lynda.com.,0,0
think it's okay to take my property and break it? fuck you bitch,1,0
roses be red orchids be bigger donts tell yo daddy you fuckin a nigger #vddie,1,0
sure it was yes of course what was i thinking ?,0,0
rt @thetumblrposts: this is why charlie sheen is an idol http: t.co 6ovxrttxtn,0,0
"rt @heissarcastic: saying ""bitch"" after proving your point.",0,0
rt @midniteboss: @fourzerotwo fix the fucking snipers you retarded piece of shit. fucking overpowered as fuck. they aim down faster then ...,0,0
the #yankees don't need tanaka or beltran or all these 'big name' players!!! #believe,0,0
lilly just tried to climb up a tree after a bird and completely failed oh my god &#128514,0,0
rt @its_kingwalt: bruh.. don't do this rt &#8220 @trent_w93: females swear their best friend is the baddest bitch in the world!&#8221,0,0
rt @kcarmouche: how you real don't put no money on you nigga books? but chu buy a bitch chanel just to hit the puss!,1,0
do liberal and feminist parents actually choose colleges for their children based on them ?,0,0
rt @friendlyassh0le: hoes will be hoes.,0,0
while i 'm happy to see this loser in jail i think it 's also an excellent opsec tutorial : stfu dip-wad .,0,0
i grew to hate blonde and primary colored weaves but that wouldn't stop me from requesting some good mouthwork.,0,0
to change so much in such a brief time ...,0,0
this. good. #pricklypear #shiner http: t.co clfjkt4iz4,0,0
@frankiejgrande omg gtfo white faggot,1,0
@dantoomey2 forgot someone niglet,1,0
i go all out on halloween .,0,0
&#8220 @officialzyon777: when the pussy stank http: t.co d6irwminqo&#8221,0,0
@bookoutbj that's ghetto for super duper! it's the current generations best complement.,0,0
good day honkies. ...i said good day! ...honkies.,0,0
if you got a problem with me bring it up with me before i tense up on yo bitch ass . -.-,0,0
strange more people ca n't see the problem !,0,0
aragorn,0,0
rt @yungmigo: @chynaakdave na a hoe cry to yu swear she ain't fuckn off n still have a side nigga,0,0
time 2 kill 2 birds with 1 stone. work out while i renew my food handlers card online. push play for this dumb class,0,0
but if you knew bitch you'll do better &#128074,0,0
black student protesters beaten by white students at south african university rugby match okayafrica .,0,0
whipped http: t.co efsvjpqrwq,0,0
bitches with trash pussy always want unprotected sex,0,0
@eaglesandheat @bpfillherup @soleuniv nigga you done bumped yo head. li nings fire but kobe 9 elite golds are trash!? http: t.co naadectqak,0,0
both of them died at the scene authorities said . `` http: www.suntimes.com news 24-7 15 ... 041809.article by their names obvisously white .,0,0
i have been able to become more active than ever because of this site .,0,0
"rt @evanbecker513: ""@lifeasstoner: just hit it pussy http: t.co 3tz7dyatfu"" @whattheflocka",0,0
my god look who just finished his taco for lunch !,0,0
real niggas let real bitches come &#128070,0,0
@peighxo @baestation bitch got arms like piccolo,0,0
"""don't let your side bitch settle in i might have to headbutt you evelyn""",0,0
up early on dat good dope wit my niccas!,0,0
"@samzbikowski cody is always calling people ""nigger"". he's a fucking spaz!",1,0
i will look into it more so that i proceed in the best way .,0,0
twitter let you know who every hoe is in every city and country,0,0
"rt @liddoprincess: call it ""insecure"" if u want but fuck no my man doesn't need to be friendly or have bitches as ""friends"" these hoes ain'&#8230",0,0
"kobe to dwight: ""you a soft muthafucka and you a bitch ass nigga!"" lmaooo",1,0
@d_palomino52 @theonemiss_luu you my niggah though daniel! lol,0,0
this niggah better remember to bring his sperrys,1,0
&#128553 &#128553 &#128514 &#128557 &#128557 rt @eb_reloaded: @11wdnick @kinghov1313 swear to god bitch i'm bouta delete my twitter account http: t.co ypi52s4dtc,0,0
if you 'd like to talk just send me a message .,0,0
most niccas broke but always n the limelight,1,0
@ampowerblog your incessant whining like a worthless little bitch is the funniest thing that has happened all weekend. you are not a man.,0,0
i can only pray this babboon mongoloid did n't have any children so his seed will not continue on on this earth .,1,0
if you didn't have tattoos as a diversion for your bird chest and malnourished body sir... your instagram would be trash,0,0
"""@shun_stokes: my cousin said he share hoes with his brothers. he said sharing is caring and he love his brothers &#128514 """,0,0
rt @erikawcvb: @marthacoakley called charlie baker to concede around 8:15 this morning. she plans to address supporters at 11am. #wcvb,0,0
too worried bout bitches &amp fashion they go missing in action.,0,0
its one of the last places you 'd expect this,0,0
i have been trying to find a job but the mexicans take everything we had .,1,0
rt &#8220 @oldirtyjesus: stop being a hoe sheesh &#8220 @_queenoni: i want 3 boys&#8221 &#8221,0,0
even the queers in small towns have been emboldened to go out and peddle the homosexual agenda .,1,0
rt @killsheredon: you the nigga in high school who got shoved into lockers and thrown into trash cans @tvvitterroasts,1,0
dad called me a border hopper,0,0
"trash rt @ayeofool: easily the ""real gs move n silence like lasagna"" line rt @shawnhindriix: rt wit a wayne line that went over niggas heads",1,0
los angeles is gone .,0,0
reathie scared thenna bitch,0,0
well your more than welcome too move out here from where ever your at .,0,0
you can clearly see in this video they want the white women to look dumb and crazy whille the asian man looks intelligent and content .,0,0
he said that bitch look like a praying mantis tho ctfu,0,0
rt @murderhigashi: i cannot be worried 'bout no bitch.,0,0
@coley_cee fuck u u dumb ass bitch hoe,1,0
rt @lovindadrew: i don't know a bitch in the world that claim they too busy for a nigga they really fuck with.,1,0
"ugly hoes favorite line: ""i'm far from ugly..."" i be like naw hoe you closer than you think!",0,0
woy's face was a picture at the end of that uruguay game .,0,0
i wanted to shoot myself when i was there .,0,0
it always screamed to me `` grow up ! '',0,0
i am 1 96 meters tall and i can pass as a norwegian or danish guy .,0,0
omfg. the crazy bitch is here&#128557 &#128584,0,0
these ho%e$ for everybody just like these niggahs for everybody! a hoe gone be a hoe regardless and cont http: t.co m09dow96rw,1,0
rt @sirtweak_alot: duncanville girls cold den a hoe,0,0
i like chillin' with yo bitch i like fuckin' her,0,0
rt @thotslovenike: girlfriends hate them friendly bitches &#128514,0,0
"right ""@sotyannaxo: the same bitches saying ""positive vibes"" are the same bitches making fun of someone's weight.""",0,0
liked the music by the way .,0,0
&#8220 @hertrumetier: &#8220 @what_evaittakes: bout to get a breasts reduction these bitches be in the way&#128530 &#8221 &#128514 &#128514 &#128514 &#8221 so serious&#128553 &#128553 &#128553,0,0
dude why do i have to be such a bitch..? like i'm confused.,0,0
rt @madchad412: omg hahaha best thing you will watch today. milan lucic is a crybaby bitch goon. f him and f the bruins https: t.co kkpzgl&#8230,0,0
"@jacquebland weird to see a local yokel ""journalist"" get worked up enough to take such a pointed side though. thought they were impartial.",0,0
this was enforced to control behavior .,0,0
pm me !,0,0
great halloween !,0,0
"rt @boujieassmeena: i always text my besties like ""bitch call me i got the scoop&#128064 "" &#128553 &#128553 &#128553 &#128514 &#128514 &#128514 &#128514",0,0
rt @mzkiccz: i don't tell bitches i show bitches&#128524 &#128133,0,0
this could be my last breath i'ma take my time cause i'ma go out the same way i came in right by the pussy with nothin' on my mind,0,0
@yopapi_chulo @0beythelau @huntermoore that bitch needs a tittielift,0,0
it is stupid,0,0
rt @tweets2sweet or lack of &#8220 @humbltonbanks smh u niggers &amp ur music knowledge&#8221,1,0
ummm...so the happy fairy apparently took a crap on my twitter and made it all...happy.,0,0
just keep it civil .,0,0
"rt @rononealdc: lmaooooooo rt @basedamerican: ""ayo take this pic for me fam"" ""you think the bitches gon fuck with this pic?"" http: t.co k&#8230",0,0
ketchup on tha beat hoe,0,0
@fredabrahams @brown_moses i saw the actual tweet while scanning jihadi accounts. they put a screen shot of it with: all aid workers r spies,0,0
shout out to the bitches who like gum i be chewing that shit,0,0
rt @assholejaay: does being on my dick make any of yall hoes feel relevant ? if so re evaluate your whole life .. thanks,0,0
this is your claim and yours alone take it to yourself .,0,0
"""why would i want to play with some pussy?"" - @jimmyfallon *dead* #snl",0,0
good for you !,0,0
@nyrkelsmads yeah man. he even scare me and i is a nigger,1,0
it aint nuffin to cut that bitch off!!!!,0,0
do you know how long it takes to get the membership card and whatnot ?,0,0
rt @tweetlikeagiri: when other girls wear beanies they look cute &amp stylish but when i wear them i look like a member of a drug cartel who s&#8230,0,0
@lifeof_brandon bitch i called yu back,0,0
my mom tried to get me to buy beaner boots bc they were on sale like i'm not in a mariachi band please stop.,1,0
i cant say i have ever saw a c in a on any products i have looked at .,0,0
black father white mother half breed teenage son .,0,0
@zhugstubble eat bitch,0,0
slay me lolz jk bitch i'll cut you #emabiggestfans1d,1,0
@evanbecker513 @_triggaplease_ @morbidmermaid @zooyorkinit @_shayisdabomb_ @rainbowblake because she's a nigger,1,0
jihadis seem to be more upset over the location of the jedah conference in #saudi than its purpose #isis,0,0
rt @kelllllllllvin: this bitch ugly in person,0,0
the younger limerick crowd say the gangs from moyross are in regular fights with the poles they go around in tens and when they meet all hell breaks lose its very like in east germany with the poles and working class irish .,0,0
if you go to the barber shop on friday you have to your charger and some snacks in that bitch &#128514,0,0
welcome to the ku klux klan : knights party,0,0
cant wait! rt @strictlykeyz all niggas wanna do at 45 is pop viagra and pop young bitches,1,0
rt @monnetteee: if you like after romeo chances are i think you're a faggot.,1,0
rt @jimnorton: there is a gift shop at the 9-11 museum? and they charge admission. it's a mass grave you fucking cunts. what a disgrace.,0,0
have you eva asked a nicca where dey got sum fake designer frm,1,0
rt @goldbonequeen: stevie j turned a hoe &#128111 into a housewife&#128129 &#128141 &#128142 and nikko turned a housewife&#128582 into a hoe&#128111 &#128111 &#128131 &#9757 !!i swear this shit can happen,0,0
@ole_vertybstard @thereal_emandm @holt3 lay in it brother i'm a honky,0,0
@semimooch and i believe we all evolved or whatnot but i find it hard to believe that we all came from apes,0,0
rt @chaaaauncey: top 5 cartoon bitches id fuck 1. shego 2. dexters mom 3. lola bunny 4. jessica rabbit 5. timmy turner's mom,0,0
even they know you my bitch,0,0
i ain't cutting my hair for u hoes at hc,0,0
you know these hoes wishy washy !,0,0
rt @now_thats_fresh: hoes love exposing other hoes on twitter,0,0
someone come take these brownies away from me before i eat the whole pan!,0,0
pm me so we can chat further if you wish .,0,0
i'll still let the plastic bitch do her dollar @digherlow.,1,0
most enlightening .,0,0
@stevestockmantx @toddstarnes oh i see. part of a giant govt take over eh. stockboy you are a joke of a representative. #dumb teabagger,1,0
rt @pattychocmilk: #teabagger math http: t.co loizi6fm6u,0,0
there is this yellow thing in the sky. i don't know what to make of it.,0,0
if a bitch annoying she getting left.,0,0
buster,0,0
rt @keelivinlavish: these bitches wanna fuck me cuz dat molly got dem high&#128517 &#128138 http: t.co xtno13tnus,0,0
i was accused of never taking a full front face shot so here is one. no slant or angle or nothing. : http: t.co ycuvypv1n0,0,0
coons,1,0
#agreed &#58399 &#58399 rt @oliviamrose: there are a few badd ones but idk..mixxed bitches is really where its at tho,0,0
rt @_brooklynnmsb: it ain't nothing to cut that bitch off. &#128076 &#128129,0,0
"like the song french ""got all the black bitches mad because my main bitch strawberry"" lololol",1,0
absolutely.,0,0
@godaddy hope you guys do get attacked for supporting sopa bunch of dirty snake faggots.,1,0
rt @vineforthebyrd: bae: go text your hoes me: https: t.co 5hetoweses,0,0
&#8220 @dreadheadkidd69: pussy prolly taste like heaven &#128523 &#8221 &#128079,0,0
black is a color but the negroids more than not resemble a walking pile of feces with arms and legs ... they even stink !,1,0
rt @basedomg: drake look like he would lay his letterman jacket over a puddle for a bitch and she wit her man smh,0,0
`` defend our boarders . '' 3 .,0,0
cut that bitch off,0,0
rt @travelnevada: great story of what it's really like to be a camel jockey at the camel races in @virginiacity http: t.co x02xmavequ #tra&#8230,0,0
"@texgalleslie you can bet valerie jarret has her hands all over this ""humanitarian crisis"". i didn't vote for that commie bitch.",1,0
rt @tylar____: @1stblocjeremiah lol man bitch shut the fuck upppppp,1,0
rt @gorgeouss_kee: @joytooawesome @vintage_monroe_ &#128528 bitch.... yall relationship ain't shit but a theory,0,0
- i always loved that scene !,0,0
he bring the hoes out on twitter nigga got magical powers rt @thisisyoungdj: who is @djzeeti?,0,0
@lvnzo oh hell no they act proper and i live in richardson much finer then the hoes in ducanville,0,0
@veshaacouture lol bitch yo display name,0,0
shame on those white germans to be born to like their own race the most .,0,0
all the time the white wife is drooling over him and flirting with him .,0,0
4&#8419 2&#8419 0&#8419 moke up,0,0
&#8220 @dewayneee_: that pussy so wet she gotta dry outside&#8221 stop telling my business,0,0
rt @lizzardjurado: @b10oreo yesss it's that one! ooze! this nigguh! &#128514 &#128514 http: t.co 7dbmdas6om,1,0
run in ya spot smash ya hoe fuck on ya couch,0,0
sweet innocent teen clothes ripped and pussy fingered&#160 hard http: t.co sigrlukdaa,0,0
i can easily get homework from my classmates .,0,0
rt @kingl: nigga fuck you u a bitch ass nigga..... dat ain't sneak diss'n u bitch made shit starter rt @ceefourdaartist: @kingl a sneak dis&#8230,1,0
rt @sammylightning_: silencer up on that .30 that bitch don't make a sound,0,0
#porn #android #iphone #ipad #sex #xxx #closeup cumshot on beauty pussy closeup http: t.co uonsdrauv0,0,0
what's worse than #ebola ? the f-ing retards trying to make it a race issue. al sharpton has caused more american death than ebola.,1,0
won't catch me sneak dissing thats fo the birds.,0,0
rt @knegandhiespn: that peppers slant was a genius crazy call. genius if he catches it. crazy if he drops it then blow a to then get sack&#8230,0,0
bitches can't fuck with my bitches they deadly,0,0
rt @foodpornsx: deep fried oreos &#128588 &#128069 &#128166 . http: t.co dy7qt1jtlg,0,0
i simply would not care to see some white guy 's head on a stick like i have seen mexicans that cross the cartel .,0,0
@godsmack_music @itunesmusic @itunes that band is white trash and only white trash would buy that album.,1,0
all you need is an orange tree or apple tree in the backyard and the orangutan will happily spend all day there .,0,0
yes i hope and pray that my country will stay clean as long as possible .,0,0
don't be no bitch &amp not speak when i initiate a friendly hello.,0,0
"@terrorwatchusa .....i think its about #whites trying to be the most #blackish ......what we in socal call ""wiggers"". #liberals #democrats",1,0
rt @kinghorsedick: long distance sex will definitely have u thinking u like a bitch a lil too much.,0,0
richard anthony march 2 2014 a storm is brewing on the horizon ?,0,0
omg fuck these bitches #basedgod,0,0
rt @gmaslsk: oh bo-stop with the speech-like you give one tinkers damn about the kids the poor any of the crap you are spouting-you've prov&#8230,0,0
only white trash would call slants and hindis and moslems their equals.,1,0
https : www.stormfront.org forum show ... threadid = 54094 i hope to see you around here a little more .,0,0
not sure if this is the correct place i should post it but a good video that just uploaded on youtube about these hypocrites .,1,0
"@itsjusmejojo lol you've tweeted ""bitch"" an excessive amount for you today. you ok?",0,0
i ain't cuffing no bitch that's out here posting sex gif's but maybe i'm just different,0,0
to hell with planet x !,0,0
rt @beauutifulnae: - don't trust no bitch,0,0
@vakill shut up faggot you and ras need to make an album together we'll ras fell off you didn't cont http: t.co nrmc483m,0,0
@barbod6fcb. u lame then a bitch get the fuck with that gay shit,0,0
i pray that their souls are in the heavens and their families are healing in spirit .,0,0
&#8220 @goodbadguytim: &#8220 @100046729: this bitch gmfu.&#8221 you huh?&#8221 huh lol,0,0
whoever made these brownies and cookies belongs in heaven,0,0
rt @olmelonhead: when bitches spread rumors about you &#128520 https: t.co 21wovyb50m,0,0
the reason liberals become teachers and social workers is because other occupations are not as accepting towards people who live in the fantasy world of political correctness and non-factual thinking .,0,0
conoc&#237 tus ojos negros y ahora si que no puedo vivir sin ellos,0,0
around here their always shooting .,0,0
"dawg what the fuck happened to ""so and so"" where did they go? too worried bout bitches and fashion they go missing in action..",0,0
@wutkarina alright fag,1,0
there are some real life hoes on ig. crazy.,0,0
@rfradsham fuck you bitch #shrimp #shorty #midget #dwarf #infant #jk,1,0
i can give you her skype and she will answer all your questions .,0,0
economic empowerment is the way to political success .,0,0
i see a man with a somewhat nordic nose and white not dark hair .,0,0
this bitch just chillin http: t.co lp9xd7qrzp,0,0
warning - lots of naked skin and boobs but i hope your forgive me .,0,0
-zo,0,0
how u know u dont get real life pussy. only carin bout her enterin your dms rt @j0mael: she can enter my dms anytime http: t.co nz74wbsdbh,0,0
@wednesdaydreams i wanted to see that but i like trash sometimes lol,0,0
hi all i am 130lb and i have brown hair and i am looking for a wp girl in nc around fay or brag if this is you e-mail me,0,0
there was a black who slit a perfectly healthy white womans throat while standing behind her in a store for no other reason then her being white and woman .,0,0
' august alsina deserved that &#1043323 &#1043323 &#1043358 my niggah .,0,0
im a single bitch on this money shit &#128175 &#128184,0,0
&#8220 @whoscherry: ever met a bitch that fucked with your nigga but was to pussy to admit it ?&#8221 a bitch for a bitch.,1,0
https : mimimatthews.com 2016 03 03 ... ampaign = buffer,0,0
@jamesynba damn your bitch really hoe'n for the f!!,0,0
rt @matthops82: in conclusion lois lerner is a giant bitch.,0,0
rt @unnforgivable: listen cunt: today ain&#8217 t yo day,0,0
go utes! you got playboy bitches disrespectful players and a bunch of spoiled hipsters at your school so i'm cheering for you. #not,0,0
@shaikethatass and i replied hoe http: t.co 738up5plia,0,0
if these hoes ain't lying about being fat they hiding a backpage profile some where...,0,0
@icpchad @unseeingeyes ......monkey look just like you!,0,0
rt @italian_montana: &#8220 @arosati96: the bromance between pat and ant is real&#8221 fuck that faggot,1,0
i was away for the weekend that is why i did get around to posting my blood group i do n't see why i should bother anyway btw i am in blood group `` o '',0,0
the last thing we need is for whites to start talking ebonics .,0,0
not even sweating these hoes &#128524 &#128588,0,0
you're right .,0,0
"@_womanoverboard ""nigger""",1,0
"""@girlthatsvonte: yall still going trick or treating this year or nah?""hell yeah ima be da sweet tooth bandit steal bitches bags n shit",0,0
this would explain their need to get their people inside every organization including christian churches and force themselves into power positions no matter the cost to anyone else .,0,0
